MAG ID	Cluster ID	Representative MAG ID	Is Representative	Gtdb Classification	Gtdb Domain	Gtdb Phylum	Gtdb Class	Gtdb Order	Gtdb Family	Gtdb Genus	Gtdb Species	Completeness	Contamination	Genome Size Bp	Contigs	N50 Contigs	Gc	Predicted Genes	Samples With Relative Abundance Gt0	Prevalence Fraction	Mean Relative Abundance Percent	Median Relative Abundance Percent	Median Nonzero Relative Abundance Percent	Max Relative Abundance Percent	Total Relative Abundance Percent Across Samples	Samples With Covered Fraction Gt0	Mean Covered Fraction
H04_bin.60	ANI95_cluster_00061	B01_bin.9	False	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiia;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia muciniphila	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Verrucomicrobiales	Akkermansiaceae	Akkermansia	Akkermansia muciniphila	97.96	0.68	2769927	23	435982	55.385828	2356	26.0	0.4	0.03552630989	0.0	0.0280313575	0.5659118	2.309210143	26.0	0.1488376728
H04_bin.65	ANI95_cluster_00364	G08_bin.17	False	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Hominicoprocola;s__Hominicoprocola sp900317525	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	Hominicoprocola	Hominicoprocola sp900317525	92.62	4.7	2082503	60	67336	60.506275	2093	43.0	0.6615384615	0.03627702497	0.024248159	0.033234533	0.38090265	2.358006623	43.0	0.2584251823
H04_bin.66	ANI95_cluster_00086	B04_bin.53	False	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter;s__Lawsonibacter asaccharolyticus	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	Lawsonibacter	Lawsonibacter asaccharolyticus	85.85	9.31	2686677	548	6330	61.751822	2944	57.0	0.8769230769	0.02249087584	0.015712475	0.01890667	0.08987406	1.46190693	57.0	0.3121628577
H04_bin.68	ANI95_cluster_00407	H04_bin.68	True	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A ammoniilytica	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Blautia_A	Blautia_A ammoniilytica	90.06	2.85	3156881	245	21918	43.366855	2903	51.0	0.7846153846	0.01892003257	0.0144352	0.01734587	0.28248587	1.229802117	51.0	0.2350495518
H04_bin.7	ANI95_cluster_00408	H04_bin.7	True	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Copromonas;s__Copromonas avistercoris	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Copromonas	Copromonas avistercoris	97.7	0.0	2628468	25	170073	51.813338	2421	7.0	0.1076923077	0.01309331355	0.0	0.033565637	0.6542809	0.851065381	7.0	0.06643988831
H04_bin.70	ANI95_cluster_00193	D01_bin.64	False	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides uniformis	95.91	0.0	4292552	56	137471	46.517852	3593	63.0	0.9692307692	0.1706312088	0.13647674	0.13804741	0.89788747	11.09102857	63.0	0.5645388454
H04_bin.71	ANI95_cluster_00302	F06_bin.75	False	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Hominicoprocola;s__Hominicoprocola fusiformis	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	Hominicoprocola	Hominicoprocola fusiformis	92.74	3.36	2135718	57	45549	58.711590	2076	47.0	0.7230769231	0.03463865633	0.01838174	0.025356382	0.50302994	2.251512661	47.0	0.2604255155
H04_bin.73	ANI95_cluster_00409	H04_bin.73	True	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eisenbergiella;s__Eisenbergiella intestinigallinarum	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Eisenbergiella	Eisenbergiella intestinigallinarum	82.84	2.4	3931489	937	5043	52.139685	4214	3.0	0.04615384615	0.003121012046	0.0	0.007245928	0.18837446	0.202865783	2.0	0.01755944292
H04_bin.74	ANI95_cluster_00066	B02_bin.41	False	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea_A;s__Dorea_A longicatena	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Dorea_A	Dorea_A longicatena	85.38	0.23	2061944	39	112577	41.684255	1950	58.0	0.8923076923	0.03588361699	0.017795129	0.020635592	0.4372608	2.332435104	58.0	0.3531773097
H04_bin.82	ANI95_cluster_00231	D08_bin.97	False	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides merdae	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides merdae	96.92	0.58	4236610	79	83192	45.179825	3563	41.0	0.6307692308	0.02440817904	0.014622884	0.029946627	0.26095077	1.586531638	41.0	0.2730154129
H04_bin.85	ANI95_cluster_00286	F03_bin.13	False	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes finegoldii	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes finegoldii	89.17	0.0	2721503	40	95655	58.595269	2264	50.0	0.7692307692	0.08530526635	0.024882356	0.04146401	1.0044456	5.544842313	50.0	0.4028647803
H05_bin.12	ANI95_cluster_00044	A07_bin.65	False	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella;s__Barnesiella intestinihominis	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Barnesiellaceae	Barnesiella	Barnesiella intestinihominis	99.25	0.0	3141718	18	275149	43.330560	2532	43.0	0.6615384615	0.06903436794	0.03283806	0.05505552	0.8433657	4.487233916	43.0	0.3301601791
H05_bin.14	ANI95_cluster_00146	C04_bin.103	False	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-177;s__CAG-177 sp003514385	Bacteria	Bacillota	Clostridia	Oscillospirales	Acutalibacteraceae	CAG-177	CAG-177 sp003514385	96.6	0.67	2154736	36	86276	51.406901	2000	16.0	0.2461538462	0.01844220238	0.0	0.023786003	0.37311214	1.198743155	16.0	0.08408083523
H05_bin.17	ANI95_cluster_00346	G05_bin.13	False	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcoides;s__Ruminococcoides intestinale	Bacteria	Bacillota	Clostridia	Oscillospirales	Acutalibacteraceae	Ruminococcoides	Ruminococcoides intestinale	99.33	1.34	2085937	54	58926	40.961208	1969	40.0	0.6153846154	0.06433518511	0.012808917	0.0454400555	1.2776628	4.181787032	40.0	0.2410041088
H05_bin.19	ANI95_cluster_00055	A09_bin.62	False	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruthenibacterium;s__Ruthenibacterium lactatiformans	Bacteria	Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	Ruthenibacterium	Ruthenibacterium lactatiformans	82.04	3.85	2299298	655	3967	59.487896	2584	55.0	0.8461538462	0.0235651179	0.012648857	0.0151164895	0.29740372	1.531732663	55.0	0.3080577191
H05_bin.2	ANI95_cluster_00406	H04_bin.57	False	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger formicilis	Bacteria	Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	Gemmiger	Gemmiger formicilis	94.9	1.5	2208504	132	28754	60.833578	1922	48.0	0.7384615385	0.02071085428	0.007843827	0.0127134	0.2623449	1.346205528	48.0	0.2097331266
H05_bin.21	ANI95_cluster_00410	H05_bin.21	True	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Hungatella;s__Hungatella effluvii	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Hungatella	Hungatella effluvii	98.73	3.01	6795314	100	106967	48.936841	6032	6.0	0.09230769231	0.01199097712	0.0	0.0371214595	0.48923522	0.779413513	6.0	0.047274824
H05_bin.27	ANI95_cluster_00411	H05_bin.27	True	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella		100.0	0.81	2088514	49	68209	60.121503	1802	26.0	0.4	0.01806603413	0.0	0.0223190685	0.3414745	1.174292218	26.0	0.1087211792
H05_bin.33	ANI95_cluster_00361	G07_bin.85	False	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__UBA11524;s__UBA11524 sp000437595	Bacteria	Bacillota	Clostridia	Christensenellales	Aristaeellaceae	UBA11524	UBA11524 sp000437595	96.5	1.17	2865286	277	14989	58.410714	2524	27.0	0.4153846154	0.02518472239	0.0	0.03131656	0.28286842	1.637006955	27.0	0.1704341448
H05_bin.34	ANI95_cluster_00412	H05_bin.34	True	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	99.96	0.12	4654820	58	136648	50.782801	4361	19.0	0.2923076923	0.021640947	0.0	0.020238532	0.32897663	1.406661555	19.0	0.1171673188
H05_bin.36	ANI95_cluster_00283	F02_bin.66	False	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Tidjanibacter;s__Tidjanibacter inops	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Tidjanibacter	Tidjanibacter inops	87.5	0.48	1970862	31	145953	56.841118	1686	29.0	0.4461538462	0.03092960027	0.0	0.026165936	0.62497276	2.010424018	29.0	0.2151864992
H05_bin.38	ANI95_cluster_00413	H05_bin.38	True	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides distasonis	98.65	0.0	4559170	42	174269	45.045304	3758	43.0	0.6615384615	0.01956181621	0.00869593	0.011203745	0.19503355	1.271518054	43.0	0.2195510094
H05_bin.41	ANI95_cluster_00414	H05_bin.41	True	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalimonas;s__Faecalimonas sp029983955	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Faecalimonas	Faecalimonas sp029983955	97.31	1.27	3628228	336	23169	39.643099	3654	19.0	0.2923076923	0.01997573825	0.0	0.029472526	0.5100707	1.298422986	19.0	0.07021955351
H05_bin.42	ANI95_cluster_00034	A06_bin.107	False	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter;s__Odoribacter splanchnicus	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Odoribacter	Odoribacter splanchnicus	96.24	0.0	4138995	51	120948	43.475892	3390	51.0	0.7846153846	0.01626232718	0.013481648	0.014129949	0.1323675	1.057051267	51.0	0.2228683745
H05_bin.43	ANI95_cluster_00415	H05_bin.43	True	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia rectalis	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	Roseburia rectalis	99.52	0.05	2576309	51	98229	41.883990	2443	46.0	0.7076923077	0.03721509283	0.012123652	0.0205356695	0.354849	2.418981034	46.0	0.2110914292
H05_bin.44	ANI95_cluster_00199	D03_bin.84	False	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium catenulatum	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium catenulatum	81.59	4.78	1914120	225	12914	55.895033	1739	29.0	0.4461538462	0.05515529702	0.0	0.032374445	0.88385385	3.585094306	29.0	0.167725872
H05_bin.46	ANI95_cluster_00184	C08_bin.68	False	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Paraprevotella;s__Paraprevotella clara	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Paraprevotella	Paraprevotella clara	97.38	0.74	3506574	139	44604	48.779806	2855	12.0	0.1846153846	0.01588850162	0.0	0.0683420625	0.2668484	1.032752605	12.0	0.1073429152
H05_bin.51	ANI95_cluster_00280	F02_bin.31	False	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiia;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia massiliensis	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Verrucomicrobiales	Akkermansiaceae	Akkermansia	Akkermansia massiliensis	97.96	1.36	3150583	27	199676	57.876431	2646	12.0	0.1846153846	0.02760838028	0.0	0.130499245	0.3574732	1.794544718	12.0	0.15545015
H05_bin.53	ANI95_cluster_00424	H07_bin.23	False	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium longum	Bacteria	Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	Faecalibacterium longum	92.41	6.77	1936390	168	17909	60.476609	1840	59.0	0.9076923077	0.03631402685	0.018506082	0.01988982	0.38954753	2.360411745	59.0	0.2991609041
H05_bin.55	ANI95_cluster_00273	E07_bin.8	False	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fragilis	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis	96.08	3.72	4893325	32	349905	43.229644	4031	35.0	0.5384615385	0.1950061301	0.019118406	0.09830687	5.015463	12.67539846	35.0	0.3353413052
H05_bin.56	ANI95_cluster_00419	H06_bin.61	False	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fusicatenibacter;s__Fusicatenibacter saccharivorans	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Fusicatenibacter	Fusicatenibacter saccharivorans	89.6	8.21	2592962	433	7941	49.063851	2524	60.0	0.9230769231	0.02370539697	0.012897068	0.015161555	0.10608191	1.540850803	60.0	0.3121692543
H05_bin.62	ANI95_cluster_00193	D01_bin.64	False	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides uniformis	86.61	2.54	3928184	181	37729	47.144049	3319	63.0	0.9692307692	0.1672636088	0.092872016	0.09290003	1.4003824	10.87213457	63.0	0.6268247491
H05_bin.65	ANI95_cluster_00288	F03_bin.29	False	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides cellulosilyticus	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides cellulosilyticus	93.47	4.45	6468862	131	82022	42.780786	4850	37.0	0.5692307692	0.08497316077	0.009941036	0.098839164	1.7190424	5.52325545	37.0	0.3150763277
H05_bin.66	ANI95_cluster_00023	A05_bin.109	False	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp900755095	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp900755095	81.94	4.7	5531871	120	95539	42.085725	4236	61.0	0.9384615385	0.1673232101	0.053218853	0.05616713	2.2227905	10.87600866	61.0	0.4547680712
H05_bin.72	ANI95_cluster_00302	F06_bin.75	False	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Hominicoprocola;s__Hominicoprocola fusiformis	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	Hominicoprocola	Hominicoprocola fusiformis	96.64	9.7	2138724	159	21258	59.140777	2138	47.0	0.7230769231	0.03798238825	0.012795608	0.017372578	0.98654604	2.468855237	47.0	0.2265202359
H05_bin.8	ANI95_cluster_00296	F05_bin.48	False	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_F;g__Sutterella;s__Sutterella wadsworthensis	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae_F	Sutterella	Sutterella wadsworthensis	93.17	0.62	2676038	31	157233	55.109344	2185	28.0	0.4307692308	0.04859474979	0.0	0.0229409415	0.8374694	3.158658737	28.0	0.1846876458
H06_bin.1	ANI95_cluster_00416	H06_bin.1	True	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas sp000435975	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	Vescimonas	Vescimonas sp000435975	87.58	1.17	1853763	47	55443	61.202052	1715	14.0	0.2153846154	0.01698983566	0.0	0.028529791	0.38008472	1.104339318	14.0	0.1052800006
H06_bin.13	ANI95_cluster_00053	A09_bin.36	False	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter;s__Oscillibacter segnis	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	Oscillibacter	Oscillibacter segnis	92.59	6.4	2278539	327	10402	58.093937	2407	48.0	0.7384615385	0.02439744851	0.01610221	0.0223771185	0.1534099	1.585834153	48.0	0.2388918911
H06_bin.14	ANI95_cluster_00235	E01_bin.44	False	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia_C;s__Roseburia_C amylophila	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia_C	Roseburia_C amylophila	96.94	1.31	2637249	124	37460	41.249347	2531	20.0	0.3076923077	0.01383703543	0.0	0.0159756925	0.28303775	0.8994073029	20.0	0.09903494115
H06_bin.15	ANI95_cluster_00194	D01_bin.67	False	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp905215825	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella sp905215825	97.58	0.81	1989527	76	42353	59.969430	1712	35.0	0.5384615385	0.01930707212	0.0069758664	0.019156	0.3515706	1.254959688	35.0	0.1228860928
H06_bin.16	ANI95_cluster_00157	C05_bin.16	False	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RF39;f__UBA660;g__CAG-533;s__CAG-533 sp000434495	Bacteria	Bacillota_I	Bacilli_A	RF39	UBA660	CAG-533	CAG-533 sp000434495	91.57	1.12	1063876	18	100363	29.530791	1075	6.0	0.09230769231	0.04312106313	0.0	0.200715135	1.3500358	2.802869103	6.0	0.05427801492
H06_bin.17	ANI95_cluster_00283	F02_bin.66	False	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Tidjanibacter;s__Tidjanibacter inops	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Tidjanibacter	Tidjanibacter inops	91.59	0.0	2012865	31	117323	57.020814	1698	29.0	0.4461538462	0.02230634801	0.0	0.034381658	0.26999795	1.44991262	29.0	0.2091860803
H06_bin.19	ANI95_cluster_00231	D08_bin.97	False	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides merdae	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides merdae	98.46	5.77	4552253	78	112647	45.487059	3894	42.0	0.6461538462	0.04416240243	0.037289273	0.0544737385	0.27033448	2.870556158	42.0	0.2772412268
H06_bin.22	ANI95_cluster_00355	G06_bin.24	False	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170;s__CAG-170 sp000432135	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	CAG-170	CAG-170 sp000432135	90.92	5.8	2400988	158	24688	59.030074	2243	38.0	0.5846153846	0.02867255164	0.008335376	0.0206011805	0.5744076	1.863715857	38.0	0.2150177469
H06_bin.24	ANI95_cluster_00215	D06_bin.80	False	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__SFEL01;s__SFEL01 sp004557245	Bacteria	Bacillota	Clostridia	Christensenellales	CAG-138	SFEL01	SFEL01 sp004557245	98.39	1.08	1815829	67	44556	53.532188	1736	21.0	0.3230769231	0.01147831392	0.0	0.018414924	0.2448372	0.7460904048	21.0	0.1203630365
H06_bin.34	ANI95_cluster_00315	F08_bin.12	False	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes_A;s__Alistipes_A hominis	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes_A	Alistipes_A hominis	97.6	0.0	2744040	28	163203	55.173941	2276	24.0	0.3692307692	0.01167027959	0.0	0.0172347315	0.25379753	0.7585681731	24.0	0.1672579968
H06_bin.40	ANI95_cluster_00083	B04_bin.18	False	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes onderdonkii	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes onderdonkii	86.92	3.59	3017351	177	27902	59.127559	2581	56.0	0.8615384615	0.1126807836	0.03160987	0.050753894	0.83974105	7.324250933	56.0	0.3778725982
H06_bin.43	ANI95_cluster_00413	H05_bin.38	False	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides distasonis	93.46	0.38	4200986	126	53709	45.252424	3496	49.0	0.7538461538	0.01382118156	0.007870718	0.0120215565	0.15136872	0.8983768013	49.0	0.1729432898
H06_bin.45	ANI95_cluster_00335	G03_bin.17	False	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas sp900545585	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	Vescimonas	Vescimonas sp900545585	87.56	2.35	1866480	67	48775	61.784857	1728	22.0	0.3384615385	0.03150565659	0.0	0.048143078	0.49169493	2.047867679	22.0	0.1651382186
H06_bin.49	ANI95_cluster_00285	F03_bin.1	False	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor acetigignens	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Acetatifactor	Acetatifactor acetigignens	93.44	1.93	2833059	107	34524	47.676275	2544	44.0	0.6769230769	0.02187792212	0.0065462557	0.0133753705	0.13128874	1.422064938	43.0	0.2239245612
H06_bin.5	ANI95_cluster_00061	B01_bin.9	False	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiia;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia muciniphila	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Verrucomicrobiales	Akkermansiaceae	Akkermansia	Akkermansia muciniphila	96.6	0.68	2572216	42	90684	55.989660	2152	24.0	0.3692307692	0.01797603762	0.0	0.032853946	0.17814294	1.168442445	24.0	0.1448623762
H06_bin.51	ANI95_cluster_00140	C02_bin.89	False	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Hominenteromicrobium;s__Hominenteromicrobium mulieris	Bacteria	Bacillota	Clostridia	Oscillospirales	Acutalibacteraceae	Hominenteromicrobium	Hominenteromicrobium mulieris	86.58	1.9	2171501	50	59900	53.102117	2028	42.0	0.6461538462	0.02317046278	0.009587919	0.0144544685	0.6514427	1.50608008	42.0	0.1592332322
H06_bin.54	ANI95_cluster_00417	H06_bin.54	True	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RF39;f__UBA660;g__CAG-914;s__CAG-914 sp000437895	Bacteria	Bacillota_I	Bacilli_A	RF39	UBA660	CAG-914	CAG-914 sp000437895	94.38	4.49	1342464	40	53780	25.897007	1356	5.0	0.07692307692	0.02151535143	0.0	0.06335958	0.9038694	1.398497843	5.0	0.04064675123
H06_bin.56	ANI95_cluster_00364	G08_bin.17	False	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Hominicoprocola;s__Hominicoprocola sp900317525	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	Hominicoprocola	Hominicoprocola sp900317525	87.92	2.85	1450835	118	18465	62.253668	1447	43.0	0.6615384615	0.02292988508	0.010815127	0.018896054	0.27858567	1.49044253	43.0	0.2536775468
H06_bin.57	ANI95_cluster_00418	H06_bin.57	True	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__UBA644;g__UBA644;s__UBA644 sp900547165	Bacteria	Bacillota	Clostridia	Oscillospirales	UBA644	UBA644	UBA644 sp900547165	93.74	0.0	2049664	36	70540	47.244670	1910	16.0	0.2461538462	0.01088228296	0.0	0.0283247355	0.22239032	0.7073483924	16.0	0.1123315068
H06_bin.6	ANI95_cluster_00221	D08_bin.102	False	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_F;g__Sutterella;s__Sutterella wadsworthensis_A	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae_F	Sutterella	Sutterella wadsworthensis_A	87.89	1.99	1885237	467	4567	63.030165	1957	15.0	0.2307692308	0.03626421571	0.0	0.08361841	0.54613787	2.357174021	15.0	0.1447367262
H06_bin.61	ANI95_cluster_00419	H06_bin.61	True	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fusicatenibacter;s__Fusicatenibacter saccharivorans	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Fusicatenibacter	Fusicatenibacter saccharivorans	99.07	0.95	2751529	112	40425	48.799885	2455	60.0	0.9230769231	0.0248388003	0.014764138	0.0164022125	0.118532285	1.614522019	60.0	0.3081043084
